,index,Rank,Name,Platform,Platform2,Year,Year2,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Genero,Plataforma
192,192,193.0,Fable III,X360,X360,2010.0,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,11,17
193,193,194.0,Call of Duty: Advanced Warfare,XOne,XOne,2014.0,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,8,19
194,194,195.0,Microsoft Flight Simulator,PC,PC,1996.0,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,9,6
195,195,196.0,Guitar Hero II,PS2,PS2,2006.0,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,4,8
196,196,197.0,Resident Evil 5,PS3,PS3,2009.0,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,2,9
197,197,198.0,Grand Theft Auto V,XOne,XOne,2014.0,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,2,19
198,198,199.0,Grand Theft Auto: Vice City Stories,PSP,PSP,2006.0,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,2,11
199,199,200.0,FIFA Soccer 11,PS3,PS3,2010.0,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,0,9
200,200,201.0,Super Mario Bros.,GB,OTRA,1999.0,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,1,20
201,201,202.0,Resident Evil,PS,PS,1996.0,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,2,7
202,202,203.0,Tony Hawk's Pro Skater,PS,PS,1999.0,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,0,7
203,203,204.0,Super Smash Bros. for Wii U and 3DS,WiiU,WiiU,2014.0,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,5,16
204,204,205.0,Warzone 2100,PS,PS,1999.0,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,10,7
205,205,206.0,Spyro the Dragon,PS,PS,1998.0,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,1,7
206,206,207.0,Link's Crossbow Training,Wii,Wii,2007.0,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,8,15
207,207,208.0,Guitar Hero III: Legends of Rock,PS2,PS2,2007.0,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,4,8
208,208,209.0,Fallout 3,X360,X360,2008.0,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,11,17
209,209,210.0,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,DS,2007.0,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,11,2
210,210,211.0,Uncharted: Drake's Fortune,PS3,PS3,2007.0,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,2,9
211,211,212.0,Madden NFL 06,PS2,PS2,2005.0,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,0,8
212,212,213.0,LEGO Star Wars: The Complete Saga,DS,DS,2007.0,2007,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,2,2
213,213,214.0,Diddy Kong Racing,N64,N64,1997.0,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,7,5
214,214,215.0,Monster Hunter Freedom 3,PSP,PSP,2010.0,2010,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,11,11
215,215,216.0,Dr. Mario,NES,OTRA,1990.0,1993,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,6,20
216,216,217.0,God of War III,PS3,PS3,2010.0,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,2,9
217,217,218.0,StarCraft II: Wings of Liberty,PC,PC,2010.0,2010,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,10,6
218,218,219.0,Assassin's Creed,PS3,PS3,2007.0,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,3,9
219,219,220.0,FIFA 15,PS3,PS3,2014.0,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,0,9
220,220,221.0,Crash Team Racing,PS,PS,1999.0,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,7,7
221,221,222.0,FIFA 17,PS4,PS4,2016.0,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,0,10
222,222,223.0,Batman: Arkham City,X360,X360,2011.0,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,2,17
223,223,224.0,Driver 2,PS,PS,2000.0,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,2,7
224,224,225.0,The Simpsons: Hit & Run,PS2,PS2,2003.0,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,7,8
225,225,226.0,Tony Hawk's Pro Skater 2,PS,PS,2000.0,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,0,7
226,226,227.0,Animal Crossing: City Folk,Wii,Wii,2008.0,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,9,15
227,227,228.0,The Lord of the Rings: The Two Towers,PS2,PS2,2002.0,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,2,8
228,228,229.0,Forza Motorsport 4,X360,X360,2011.0,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,7,17
229,229,230.0,Tomb Raider,PS,PS,1996.0,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,2,7
230,230,231.0,Guitar Hero III: Legends of Rock,Wii,Wii,2007.0,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,4,15
231,231,232.0,The Legend of Zelda: A Link to the Past,SNES,SNES,1991.0,1993,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,2,14
232,232,233.0,The Legend of Zelda: The Wind Waker,GC,GC,2002.0,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,2,4
233,233,234.0,Mario & Sonic at the Olympic Winter Games,Wii,Wii,2009.0,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,0,15
234,234,235.0,Luigi's Mansion: Dark Moon,3DS,3DS,2013.0,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,2,1
235,235,236.0,Splatoon,WiiU,WiiU,2015.0,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,8,16
236,236,237.0,The Last of Us,PS4,PS4,2014.0,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,2,10
237,237,238.0,Guitar Hero III: Legends of Rock,X360,X360,2007.0,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,4,17
238,238,239.0,Madden NFL 2005,PS2,PS2,2004.0,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,0,8
239,239,240.0,Pitfall!,2600,2600,1981.0,1993,Platform,Activision,4.21,0.24,0.0,0.05,4.5,1,0
240,240,241.0,Madden NFL 07,PS2,PS2,2006.0,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,0,8
241,241,242.0,Spider-Man: The Movie,PS2,PS2,2002.0,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,2,8
242,242,243.0,Dragon Quest VII: Warriors of Eden,PS,PS,2000.0,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,11,7
243,243,244.0,Uncharted: The Nathan Drake Collection,PS4,PS4,2015.0,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,2,10
244,244,245.0,Call of Duty: Advanced Warfare,PS3,PS3,2014.0,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,8,9
245,245,246.0,God of War,PS2,PS2,2005.0,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,2,8
246,246,247.0,Nintendo Land,WiiU,WiiU,2012.0,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,4,16
247,247,248.0,Michael Jackson: The Experience,Wii,Wii,2010.0,2010,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,4,15
248,248,249.0,Tony Hawk's Pro Skater 3,PS2,PS2,2001.0,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,0,8
249,249,250.0,Winning Eleven: Pro Evolution Soccer 2007,PS2,PS2,2006.0,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,0,8
250,250,251.0,The Elder Scrolls IV: Oblivion,X360,X360,2006.0,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,11,17
251,251,252.0,Zelda II: The Adventure of Link,NES,OTRA,1987.0,1993,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,3,20
252,252,253.0,Need for Speed: Most Wanted,PS2,PS2,2005.0,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,7,8
253,253,254.0,Resistance: Fall of Man,PS3,PS3,2006.0,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,8,9
254,254,255.0,Sonic the Hedgehog,GEN,OTRA,1991.0,1993,Platform,Sega,3.03,0.91,0.26,0.13,4.34,1,20
255,255,256.0,Kingdom Hearts II,PS2,PS2,2005.0,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,11,8
256,256,257.0,FIFA 14,X360,X360,2013.0,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,0,17
257,257,258.0,Call of Duty: Advanced Warfare,X360,X360,2014.0,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,8,17
258,258,259.0,Asteroids,2600,2600,1980.0,1993,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,8,0
259,259,260.0,Fable II,X360,X360,2008.0,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,11,17
260,260,261.0,Halo 5: Guardians,XOne,XOne,2015.0,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,8,19
261,261,262.0,Super Mario 3D World,WiiU,WiiU,2013.0,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,1,16
262,262,263.0,Batman: Arkham Asylum,PS3,PS3,2009.0,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2,9
263,263,264.0,Assassin's Creed: Revelations,PS3,PS3,2011.0,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,2,9
264,264,265.0,Namco Museum,GBA,GBA,2001.0,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,4,3
265,265,266.0,Metal Gear Solid 3: Snake Eater,PS2,PS2,2004.0,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2,8
266,266,267.0,Daxter,PSP,PSP,2006.0,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,1,11
267,267,268.0,Warcraft II: Tides of Darkness,PC,PC,1995.0,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,10,6
268,268,269.0,The Legend of Zelda: Ocarina of Time,3DS,3DS,2011.0,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,2,1
269,269,270.0,FIFA Soccer 06,PS2,PS2,2005.0,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,0,8
270,270,271.0,EyeToy Play,PS2,PS2,2003.0,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,4,8
271,271,272.0,Uncharted 4: A Thief's End,PS4,PS4,2016.0,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,8,10
272,272,273.0,Gran Turismo 5 Prologue,PS3,PS3,2007.0,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,7,9
273,273,274.0,Assassin's Creed: Revelations,X360,X360,2011.0,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,2,17
274,274,275.0,Street Fighter IV,PS3,PS3,2009.0,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,5,9
275,275,276.0,FIFA 12,X360,X360,2011.0,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,0,17
276,276,277.0,Teenage Mutant Ninja Turtles,NES,OTRA,1989.0,1993,Action,Palcom,3.38,0.44,0.31,0.04,4.17,2,20
277,277,278.0,Excitebike,NES,OTRA,1984.0,1993,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,7,20
278,278,279.0,Frogger,PS,PS,1997.0,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,2,7
279,279,280.0,Madden NFL 2003,PS2,PS2,2002.0,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,0,8
280,280,281.0,Watch Dogs,PS4,PS4,2014.0,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2,10
281,281,282.0,Half-Life,PC,PC,1997.0,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,8,6
282,282,283.0,Super Mario World 2: Yoshi's Island,SNES,SNES,1995.0,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1,14
283,283,284.0,FIFA Soccer 07,PS2,PS2,2006.0,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,0,8
284,284,285.0,The Legend of Zelda: Skyward Sword,Wii,Wii,2011.0,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,2,15
285,285,286.0,Street Fighter II Turbo,SNES,SNES,1992.0,1993,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,5,14
286,286,287.0,Carnival Games,Wii,Wii,2007.0,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,4,15
287,287,288.0,Fallout 4,XOne,XOne,2015.0,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,11,19
288,288,289.0,World of Warcraft: The Burning Crusade,PC,PC,2007.0,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,11,6
289,289,290.0,Fallout: New Vegas,X360,X360,2010.0,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,11,17
290,290,291.0,God of War II,PS2,PS2,2007.0,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2,8
291,291,292.0,Forza Motorsport 2,X360,X360,2007.0,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,7,17
292,292,293.0,World Soccer Winning Eleven 9,PS2,PS2,2005.0,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,0,8
293,293,294.0,Namco Museum Vol.3,PS,PS,1996.0,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,4,7
294,294,295.0,Tekken Tag Tournament,PS2,PS2,2000.0,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,5,8
295,295,296.0,Far Cry 4,PS4,PS4,2014.0,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,8,10
296,296,297.0,Star Fox 64,N64,N64,1997.0,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,8,5
297,297,298.0,Minecraft,PS4,PS4,2014.0,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,4,10
298,298,299.0,Golf,NES,OTRA,1984.0,1993,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,0,20
299,299,300.0,Fallout 3,PS3,PS3,2008.0,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,11,9
300,300,301.0,Professor Layton and the Diabolical Box,DS,DS,2007.0,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,6,2
301,301,302.0,Left 4 Dead 2,X360,X360,2009.0,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,8,17
302,302,303.0,Namco Museum: 50th Anniversary,PS2,PS2,2005.0,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,4,8
303,303,304.0,EA Sports Active,Wii,Wii,2009.0,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,0,15
304,304,305.0,Assassin's Creed: Unity,PS4,PS4,2014.0,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,2,10
305,305,306.0,Donkey Kong Land,GB,OTRA,1994.0,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,1,20
306,306,307.0,Tony Hawk's Underground,PS2,PS2,2003.0,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,0,8
307,307,308.0,Assassin's Creed IV: Black Flag,PS3,PS3,2013.0,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,2,9
308,308,309.0,Monster Hunter 4 Ultimate,3DS,3DS,2014.0,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,11,1
309,309,310.0,MotorStorm,PS3,PS3,2006.0,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,7,9
310,310,311.0,The Elder Scrolls V: Skyrim,PC,PC,2011.0,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,11,6
311,311,312.0,Tekken 5,PS2,PS2,2005.0,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,5,8
312,312,313.0,Dragon Warrior III,NES,OTRA,1988.0,1993,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,11,20
313,313,314.0,Sports Champions,PS3,PS3,2010.0,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,0,9
314,314,315.0,NBA 2K16,PS4,PS4,2015.0,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,0,10
315,315,316.0,World Soccer Winning Eleven 8 International,PS2,PS2,2004.0,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,0,8
316,316,317.0,Flash Focus: Vision Training in Minutes a Day,DS,DS,2007.0,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,4,2
317,317,318.0,Namco Museum Vol.1,PS,PS,1995.0,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,4,7
318,318,319.0,The Legend of Zelda: Link's Awakening,GB,OTRA,1992.0,1993,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,2,20
319,319,320.0,Mario & Luigi: Bowser's Inside Story,DS,DS,2009.0,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,11,2
320,320,321.0,Big Brain Academy: Wii Degree,Wii,Wii,2007.0,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,4,15
321,321,322.0,Nintendogs + cats,3DS,3DS,2011.0,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,9,1
322,322,323.0,Batman: Arkham Knight,PS4,PS4,2015.0,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,2,10
323,323,324.0,Mario & Sonic at the London 2012 Olympic Games,Wii,Wii,2011.0,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,0,15
324,324,325.0,LEGO Indiana Jones: The Original Adventures,X360,X360,2008.0,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78,2,17
325,325,326.0,Resident Evil Director's Cut,PS,PS,1996.0,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,2,7
326,326,327.0,Ratchet & Clank: Size Matters,PSP,PSP,2007.0,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,1,11
327,327,328.0,Just Dance 2014,Wii,Wii,2013.0,2013,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,4,15
328,328,329.0,The Sims: Unleashed,PC,PC,2002.0,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,9,6
329,329,330.0,Super Paper Mario,Wii,Wii,2007.0,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,1,15
330,330,331.0,Harry Potter and the Sorcerer's Stone,PS,PS,2001.0,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,2,7
331,331,332.0,The Witcher 3: Wild Hunt,PS4,PS4,2015.0,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,11,10
332,332,333.0,Resident Evil 3: Nemesis,PS,PS,1999.0,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,2,7
333,333,334.0,Spyro: Year of the Dragon,PS,PS,2000.0,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,1,7
334,334,335.0,FIFA Soccer 2005,PS2,PS2,2004.0,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,0,8
335,335,336.0,Pokémon Trading Card Game,GB,OTRA,1998.0,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,10,20
336,336,337.0,Battlefield 4,PS3,PS3,2013.0,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,8,9
337,337,338.0,MySims,DS,DS,2007.0,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,9,2
338,338,339.0,Friend Collection,DS,DS,2009.0,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,4,2
339,339,340.0,Tony Hawk's Pro Skater 4,PS2,PS2,2002.0,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,0,8
340,340,341.0,Midnight Club 3: DUB Edition,PSP,PSP,2005.0,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,7,11
341,341,342.0,Banjo-Kazooie,N64,N64,1998.0,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,1,5
342,342,343.0,SOCOM: U.S. Navy SEALs,PS2,PS2,2002.0,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,8,8
343,343,344.0,Guitar Hero: World Tour,Wii,Wii,2008.0,2008,Misc,Activision,2.33,0.97,0.0,0.35,3.65,4,15
344,344,345.0,Gran Turismo 6,PS3,PS3,2013.0,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,7,9
345,345,346.0,Jak and Daxter: The Precursor Legacy,PS2,PS2,2001.0,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,1,8
346,346,347.0,Pokemon Snap,N64,N64,1999.0,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,9,5
347,347,348.0,FIFA Soccer 10,PS3,PS3,2009.0,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,0,9
348,348,349.0,Pro Evolution Soccer 2008,PS2,PS2,2007.0,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,0,8
349,349,350.0,Call of Duty: Ghosts,PS4,PS4,2013.0,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,8,10
350,350,351.0,Resident Evil 4,PS2,PS2,2005.0,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,2,8
351,351,352.0,Tom Clancy's The Division,PS4,PS4,2016.0,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,8,10
352,352,353.0,Star Wars: Battlefront,PS2,PS2,2004.0,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,8,8
353,353,354.0,Doom II: Hell on Earth,PC,PC,1994.0,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,8,6
354,354,355.0,The Simpsons: Road Rage,PS2,PS2,2001.0,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,7,8
355,355,356.0,Cooking Mama 2: Dinner With Friends,DS,DS,2007.0,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,9,2
356,356,357.0,Luigi's Mansion,GC,GC,2001.0,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,2,4
357,357,358.0,Star Wars: Battlefront II,PS2,PS2,2005.0,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,8,8
358,358,359.0,WWF SmackDown!,PS,PS,2000.0,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,5,7
359,359,360.0,Croc: Legend of the Gobbos,PS,PS,1997.0,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,1,7
360,360,361.0,Grand Theft Auto: Liberty City Stories,PS2,PS2,2006.0,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,2,8
361,361,362.0,The Getaway,PS2,PS2,2002.0,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,2,8
362,362,363.0,Tomb Raider III: Adventures of Lara Croft,PS,PS,1997.0,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,2,7
363,363,364.0,James Bond 007: Agent Under Fire,PS2,PS2,2001.0,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,8,8
364,364,365.0,LEGO Star Wars: The Video Game,PS2,PS2,2005.0,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,2,8
365,365,366.0,Battlefield 4,X360,X360,2013.0,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,8,17
366,366,367.0,FIFA Soccer 11,X360,X360,2010.0,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,0,17
367,367,368.0,Rugrats in Paris: The Movie,PS,PS,2000.0,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,2,7
368,368,369.0,Spyro 2: Ripto's Rage!,PS,PS,1999.0,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,1,7
369,369,370.0,Left 4 Dead,X360,X360,2008.0,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,8,17
370,370,371.0,Mario & Sonic at the Olympic Winter Games,DS,DS,2009.0,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,0,2
371,371,372.0,Resident Evil 5,X360,X360,2009.0,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2,17
372,372,373.0,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,SNES,1996.0,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,1,14
373,373,374.0,Assassin's Creed: Brotherhood,X360,X360,2010.0,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,2,17
374,374,375.0,Kung Fu,NES,OTRA,1985.0,1993,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,2,20
375,375,376.0,Batman: Arkham Asylum,X360,X360,2009.0,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,2,17
376,376,377.0,Clubhouse Games,DS,DS,2006.0,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,4,2
377,377,378.0,FIFA Soccer 2004,PS2,PS2,,1992,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,0,8
378,378,379.0,Star Wars Battlefront (2015),XOne,XOne,2015.0,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,8,19
379,379,380.0,Battlefield: Bad Company 2,X360,X360,2010.0,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,8,17
380,380,381.0,Guitar Hero: On Tour,DS,DS,2008.0,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,4,2
381,381,382.0,Assassin's Creed: Unity,XOne,XOne,2014.0,2014,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,2,19
382,382,383.0,Far Cry 3,PS3,PS3,2012.0,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,8,9
383,383,384.0,Monster Hunter 4,3DS,3DS,2013.0,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,11,1
384,384,385.0,Borderlands,X360,X360,2009.0,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,8,17
